Date,Sectors,AUC 1,AUC 2,Difference
31-Mar-21,Surface Transportation,31,36,5
31-Mar-21,Transport Related Services,8200,8797,597
31-Mar-21,Airport Services,3824,3488,-336
31-Mar-21,Utilities3,105792,106322,530
31-Mar-21,Sovereign,0,0,0
31-Mar-21,Others4,16734,23684,6950
31-Mar-21,Grand Total,4121072,4059793,-61279
31-Mar-22,Automobiles & Auto Components,174340,183254,8914
31-Mar-22,Total Financial Services,1302984,1366611,63627
31-Mar-22,Banks,769090,797471,28381
31-Mar-22,Other Financial Services1,533894,569140,35246
31-Mar-22,Capital Goods,137306,142313,5007
31-Mar-22,Chemicals & Petrochemicals,80961,86729,5768
31-Mar-22,Coal,7439,8004,565
31-Mar-22,Commercial Services & Supplies,38473,44103,5630
31-Mar-22,Construction Materials,72561,76120,3559
31-Mar-22,Consumer Durables,120789,124693,3904
31-Mar-22,Diversified2,14814,16559,1745
31-Mar-22,Diversified Consumer Services,6113,6760,647
31-Mar-22,Food & Drugs Retailing,345,365,20
31-Mar-22,"Food, Beverages & Tobacco",122056,127877,5821
31-Mar-22,Forest Materials,2447,2836,389
31-Mar-22,General Industrials,34461,36122,1661
31-Mar-22,Hardware Technology & Equipment,78,87,9
31-Mar-22,Healthcare Equipment & Supplies,1632,1884,252
31-Mar-22,Healthcare Services,58649,57513,-1136
31-Mar-22,"Hotels, Restaurants & Tourism",26933,29349,2416
31-Mar-22,Household & Personal Products,134732,132967,-1765
31-Mar-22,Insurance,91225,96512,5287
31-Mar-22,Media,18613,20775,2162
31-Mar-22,Metals & Mining,116478,126792,10314
31-Mar-22,Oil & Gas,478572,533125,54553
31-Mar-22,Pharmaceuticals & Biotechnology,157963,161649,3686
31-Mar-22,Real Estate Investment,0,0,0
31-Mar-22,Realty,55259,60751,5492
31-Mar-22,Retailing,79877,80601,724
31-Mar-22,Software & Services,665220,689838,24618
31-Mar-22,Telecom Services,109836,118186,8350
31-Mar-22,Telecommunications Equipment,739,779,40
31-Mar-22,"Textiles, Apparels & Accessories",75109,75713,604
31-Mar-22,Transportation,55841,60647,4806
31-Mar-22,Airlines,12398,13772,1374
31-Mar-22,Logistics,2252,3161,909
31-Mar-22,Marine Port & Services,22984,24158,1174
31-Mar-22,Roads & Highways,1904,2067,163
31-Mar-22,Shipping,1396,1413,17
31-Mar-22,Surface Transportation,117,124,7
31-Mar-22,Transport Related Services,8586,9787,1201
31-Mar-22,Airport Services,6204,6164,-40
31-Mar-22,Utilities3,195707,208308,12601
31-Mar-22,Sovereign,0,0,0
31-Mar-22,Others4,16725,12693,-4032
31-Mar-22,Grand Total,4454274,4690514,236240
15-Mar-20,Automobiles & Auto Components,131467,118704,-12763
15-Mar-20,Total Financial Services,1089379,952460,-136919
15-Mar-20,Banks,638225,548765,-89460
15-Mar-20,Other Financial Services1,451154,403695,-47459
15-Mar-20,Capital Goods,82518,71472,-11046
15-Mar-20,Chemicals & Petrochemicals,42379,36074,-6305
15-Mar-20,Coal,8662,7772,-890
15-Mar-20,Commercial Services & Supplies,8591,6637,-1954
15-Mar-20,Construction Materials,55591,48582,-7009
15-Mar-20,Consumer Durables,53024,50188,-2836
15-Mar-20,Diversified2,6818,6100,-718
15-Mar-20,Diversified Consumer Services,2721,2532,-189
15-Mar-20,Food & Drugs Retailing,0,0,0
15-Mar-20,"Food, Beverages & Tobacco",100171,86272,-13899
15-Mar-20,Forest Materials,863,686,-177
15-Mar-20,General Industrials,14578,12569,-2009
15-Mar-20,Hardware Technology & Equipment,56,41,-15
15-Mar-20,Healthcare Equipment & Supplies,83,73,-10
15-Mar-20,Healthcare Services,22894,20344,-2550
15-Mar-20,"Hotels, Restaurants & Tourism",13615,11411,-2204
15-Mar-20,Household & Personal Products,107712,99263,-8449
15-Mar-20,Insurance,72516,63533,-8983
15-Mar-20,Media,22024,17387,-4637
15-Mar-20,Metals & Mining,37171,30397,-6774
15-Mar-20,Oil & Gas,262866,216216,-46650
15-Mar-20,Pharmaceuticals & Biotechnology,100330,92940,-7390
15-Mar-20,Real Estate Investment,0,0,0
15-Mar-20,Realty,30581,25600,-4981
15-Mar-20,Retailing,43172,36522,-6650
15-Mar-20,Software & Services,325215,287591,-37624
15-Mar-20,Telecom Services,80612,77847,-2765
15-Mar-20,Telecommunications Equipment,125,94,-31
15-Mar-20,"Textiles, Apparels & Accessories",38925,33941,-4984
15-Mar-20,Transportation,36051,29078,-6973
15-Mar-20,Airlines,7484,5536,-1948
15-Mar-20,Logistics,1636,1373,-263
15-Mar-20,Marine Port & Services,13825,11828,-1997
15-Mar-20,Roads & Highways,1366,1154,-212
15-Mar-20,Shipping,968,910,-58
15-Mar-20,Surface Transportation,34,26,-8
15-Mar-20,Transport Related Services,8356,6220,-2136
15-Mar-20,Airport Services,2383,2031,-352
15-Mar-20,Utilities3,78404,68379,-10025
15-Mar-20,Sovereign,0,0,0
15-Mar-20,Others4,17819,16082,-1737
15-Mar-20,Grand Total,2886931,2526786,-360145
31-Mar-20,Automobiles & Auto Components,118704,88463,-30241
31-Mar-20,Total Financial Services,952956,709218,-243738
31-Mar-20,Banks,548148,411179,-136969
31-Mar-20,Other Financial Services1,404808,298039,-106769
31-Mar-20,Capital Goods,71466,56250,-15216
31-Mar-20,Chemicals & Petrochemicals,36074,30178,-5896
31-Mar-20,Coal,7772,7132,-640
31-Mar-20,Commercial Services & Supplies,6637,5471,-1166
31-Mar-20,Construction Materials,48582,38797,-9785
31-Mar-20,Consumer Durables,50188,45909,-4279
31-Mar-20,Diversified2,6100,4594,-1506
31-Mar-20,Diversified Consumer Services,2532,1900,-632
31-Mar-20,Food & Drugs Retailing,0,0,0
31-Mar-20,"Food, Beverages & Tobacco",86272,84126,-2146
31-Mar-20,Forest Materials,686,560,-126
31-Mar-20,General Industrials,12569,9441,-3128
31-Mar-20,Hardware Technology & Equipment,41,29,-12
31-Mar-20,Healthcare Equipment & Supplies,73,61,-12
31-Mar-20,Healthcare Services,20344,16474,-3870
31-Mar-20,"Hotels, Restaurants & Tourism",11411,9271,-2140
31-Mar-20,Household & Personal Products,99263,105308,6045
31-Mar-20,Insurance,63533,57078,-6455
31-Mar-20,Media,17387,12257,-5130
31-Mar-20,Metals & Mining,30397,22566,-7831
31-Mar-20,Oil & Gas,216216,206943,-9273
31-Mar-20,Pharmaceuticals & Biotechnology,93099,89291,-3808
31-Mar-20,Real Estate Investment,0,0,0
31-Mar-20,Realty,25600,19275,-6325
31-Mar-20,Retailing,36522,31849,-4673
31-Mar-20,Software & Services,287591,273198,-14393
31-Mar-20,Telecom Services,77847,65166,-12681
31-Mar-20,Telecommunications Equipment,94,79,-15
31-Mar-20,"Textiles, Apparels & Accessories",33941,27978,-5963
31-Mar-20,Transportation,29078,25338,-3740
31-Mar-20,Airlines,5536,5634,98
31-Mar-20,Logistics,1373,1058,-315
31-Mar-20,Marine Port & Services,11828,9573,-2255
31-Mar-20,Roads & Highways,1154,827,-327
31-Mar-20,Shipping,910,811,-99
31-Mar-20,Surface Transportation,26,27,1
31-Mar-20,Transport Related Services,6220,5432,-788
31-Mar-20,Airport Services,2031,1976,-55
31-Mar-20,Utilities3,68379,62130,-6249
31-Mar-20,Sovereign,0,0,0
31-Mar-20,Others4,15433,11238,-4195
31-Mar-20,Grand Total,2526786,2117566,-409220
15-May-12,Automobiles & Auto  Components,47347,-278,-47625
15-May-12,Total Financial Services,255791,-685,-256476
15-May-12,Banks,148406,-845,-149251
15-May-12,Other Financial  Services1,107385,160,-107225
15-May-12,Capital Goods,64960,38,-64922
15-May-12,Chemicals &  Petrochemicals,8270,-31,-8301
15-May-12,Coal,11197,-1,-11198
15-May-12,Commercial  Services & Supplies,6981,27,-6954
15-May-12,Construction  Materials,15839,68,-15771
15-May-12,Consumer  Durables,7145,58,-7087
15-May-12,Diversified2,3241,-1,-3242
15-May-12,Diversified  Consumer Services,843,4,-839
15-May-12,"Food, Beverages  & Tobacco",57313,168,-57145
15-May-12,Forest  Materials,612,3,-609
15-May-12,General  Industrials,6882,-1,-6883
15-May-12,Hardware  Technology & Equipment,293,-1,-294
15-May-12,Healthcare  Equipment & Supplies,1969,-9,-1978
15-May-12,Healthcare  Services,4127,18,-4109
15-May-12,"Hotels,  Restaurants & Tourism",4833,6,-4827
15-May-12,Household &  Personal Products,30426,104,-30322
15-May-12,Media,7940,45,-7895
15-May-12,Metals &  Mining,38284,-3,-38287
15-May-12,Oil & Gas,55400,-245,-55645
15-May-12,Pharmaceuticals  & Biotechnology,50003,374,-49629
15-May-12,Realty,15508,-96,-15604
15-May-12,Retailing,3250,-17,-3267
15-May-12,Software &  Services,101177,1211,-99966
15-May-12,Telecom  Services,23184,76,-23108
15-May-12,Telecommunications  Equipment,168,0,-168
15-May-12,"Textiles,  Apparels & Accessories",15382,96,-15286
15-May-12,Transportation,9580,-158,-9738
15-May-12,Airlines,259,11,-248
15-May-12,Logistics,1111,1,-1110
15-May-12,Marine Port & Services,3382,6,-3376
15-May-12,Roads & Highways,1506,-172,-1678
15-May-12,Shipping,1135,5,-1130
15-May-12,Surface Transportation,60,0,-60
15-May-12,Transport Related Services,2127,-10,-2137
15-May-12,Utilities3,32152,109,-32043
15-May-12,Sovereign,0,0,0
15-May-12,Others4,15305,115,-15190
15-May-12,Grand Total,895401,994,-894407
15-May-20,Automobiles & Auto Components,107705,105136,-2569
15-May-20,Total Financial Services,804814,702716,-102098
15-May-20,Banks,465367,406046,-59321
15-May-20,Other Financial Services1,339448,296670,-42778
15-May-20,Capital Goods,64930,62313,-2617
15-May-20,Chemicals & Petrochemicals,36390,33465,-2925
15-May-20,Coal,7347,6437,-910
15-May-20,Commercial Services & Supplies,5505,5660,155
15-May-20,Construction Materials,41484,41633,149
15-May-20,Consumer Durables,48798,43633,-5165
15-May-20,Diversified2,5552,5253,-299
15-May-20,Diversified Consumer Services,1920,1743,-177
15-May-20,Food & Drugs Retailing,0,0,0
15-May-20,"Food, Beverages & Tobacco",91587,86185,-5402
15-May-20,Forest Materials,659,589,-70
15-May-20,General Industrials,11062,10027,-1035
15-May-20,Hardware Technology & Equipment,40,38,-2
15-May-20,Healthcare Equipment & Supplies,54,64,10
15-May-20,Healthcare Services,18877,18357,-520
15-May-20,"Hotels, Restaurants & Tourism",9812,9815,3
15-May-20,Household & Personal Products,110506,122545,12039
15-May-20,Insurance,65313,64015,-1298
15-May-20,Media,15893,16037,144
15-May-20,Metals & Mining,26959,25830,-1129
15-May-20,Oil & Gas,267661,267870,209
15-May-20,Pharmaceuticals & Biotechnology,112611,110824,-1787
15-May-20,Real Estate Investment,0,0,0
15-May-20,Realty,20337,18849,-1488
15-May-20,Retailing,35185,34244,-941
15-May-20,Software & Services,301304,282406,-18898
15-May-20,Telecom Services,75452,81719,6267
15-May-20,Telecommunications Equipment,91,86,-5
15-May-20,"Textiles, Apparels & Accessories",28683,25770,-2913
15-May-20,Transportation,27125,27835,710
15-May-20,Airlines,5091,5241,150
15-May-20,Logistics,1145,1087,-58
15-May-20,Marine Port & Services,10659,11225,566
15-May-20,Roads & Highways,1041,942,-99
15-May-20,Shipping,912,809,-103
15-May-20,Surface Transportation,24,22,-2
15-May-20,Transport Related Services,6148,6237,89
15-May-20,Airport Services,2104,2273,169
15-May-20,Utilities3,68215,65000,-3215
15-May-20,Sovereign,0,0,0
15-May-20,Others4,11138,10661,-477
15-May-20,Grand Total,2423008,2286754,-136254
15-May-21,Automobiles & Auto Components,181702,182930,1228
15-May-21,Total Financial Services,1326403,1308628,-17775
15-May-21,Banks,779266,761479,-17787
15-May-21,Other Financial Services1,547137,547149,12
15-May-21,Capital Goods,154076,161151,7075
15-May-21,Chemicals & Petrochemicals,65435,69973,4538
15-May-21,Coal,5416,6040,624
15-May-21,Commercial Services & Supplies,30368,31836,1468
15-May-21,Construction Materials,83912,84246,334
15-May-21,Consumer Durables,92560,96773,4213
15-May-21,Diversified2,9946,9704,-242
15-May-21,Diversified Consumer Services,2784,2723,-61
15-May-21,Food & Drugs Retailing,0,0,0
15-May-21,"Food, Beverages & Tobacco",108694,112996,4302
15-May-21,Forest Materials,1408,1438,30
15-May-21,General Industrials,28854,29895,1041
15-May-21,Hardware Technology & Equipment,39,42,3
15-May-21,Healthcare Equipment & Supplies,1326,1381,55
15-May-21,Healthcare Services,46607,45286,-1321
15-May-21,"Hotels, Restaurants & Tourism",22823,22363,-460
15-May-21,Household & Personal Products,148088,155517,7429
15-May-21,Insurance,101313,102289,976
15-May-21,Media,19909,20028,119
15-May-21,Metals & Mining,92968,97842,4874
15-May-21,Oil & Gas,393319,386645,-6674
15-May-21,Pharmaceuticals & Biotechnology,167954,171607,3653
15-May-21,Real Estate Investment,0,0,0
15-May-21,Realty,40049,39102,-947
15-May-21,Retailing,59408,55767,-3641
15-May-21,Software & Services,545666,540000,-5666
15-May-21,Telecom Services,86822,88588,1766
15-May-21,Telecommunications Equipment,102,135,33
15-May-21,"Textiles, Apparels & Accessories",43302,40692,-2610
15-May-21,Transportation,56686,58038,1352
15-May-21,Airlines,12078,12573,495
15-May-21,Logistics,2302,2421,119
15-May-21,Marine Port & Services,26579,26780,201
15-May-21,Roads & Highways,2353,2255,-98
15-May-21,Shipping,1070,1452,382
15-May-21,Surface Transportation,40,40,0
15-May-21,Transport Related Services,8821,8691,-130
15-May-21,Airport Services,3442,3826,384
15-May-21,Utilities3,111444,117695,6251
15-May-21,Sovereign,0,0,0
15-May-21,Others4,22892,23740,848
15-May-21,Grand Total,4052276,4065092,12816
15-May-22,Automobile and Auto Components,221576,206363,-15213
15-May-22,Capital Goods,97186,87430,-9756
15-May-22,Chemicals,102913,92336,-10577
15-May-22,Construction,57832,51600,-6232
15-May-22,Construction Materials,79797,71862,-7935
15-May-22,Consumer Durables,182883,163339,-19544
15-May-22,Consumer Services,110503,90377,-20126
15-May-22,Diversified,1608,1399,-209
15-May-22,Fast Moving Consumer Goods,277854,267224,-10630
15-May-22,Financial Services,1423537,1305823,-117714
15-May-22,Forest Materials,1229,1060,-169
15-May-22,Healthcare,226067,204237,-21830
15-May-22,Information Technology,591906,555811,-36095
15-May-22,"Media, Entertainment & Publication",22075,20283,-1792
15-May-22,Metals & Mining,162166,134477,-27689
15-May-22,"Oil, Gas & Consumable Fuels",588240,522715,-65525
15-May-22,Power,237667,204696,-32971
15-May-22,Realty,57853,49873,-7980
15-May-22,Services,74645,64993,-9652
15-May-22,Telecommunication,115643,105874,-9769
15-May-22,Textiles,21635,19201,-2434
15-May-22,Utilities,413,346,-67
15-May-22,Sovereign,0,0,0
15-May-22,Others,11227,10152,-1075
15-May-22,Grand Total,4666454,4231472,-434982
31-May-12,Automobiles  & Auto Components,46368,-237,-46605
31-May-12,Total Financial Services,247078,-232,-247310
31-May-12,Banks,140903,-406,-141309
31-May-12,Other  Financial Services1,106176,174,-106002
31-May-12,Capital  Goods,62220,-996,-63216
31-May-12,Chemicals  & Petrochemicals,7593,2,-7591
31-May-12,Coal,11419,-12,-11431
31-May-12,Commercial  Services & Supplies,6123,20,-6103
31-May-12,Construction  Materials,18871,100,-18771
31-May-12,Consumer  Durables,8443,141,-8302
31-May-12,Diversified2,2280,-21,-2301
31-May-12,Diversified  Consumer Services,534,-8,-542
31-May-12,"Food,  Beverages & Tobacco",51838,-19,-51857
31-May-12,Forest  Materials,423,2,-421
31-May-12,General  Industrials,5848,-28,-5876
31-May-12,Hardware  Technology & Equipment,299,-3,-302
31-May-12,Healthcare  Equipment & Supplies,1573,-7,-1580
31-May-12,Healthcare  Services,3468,6,-3462
31-May-12,"Hotels,  Restaurants & Tourism",4224,16,-4208
31-May-12,Household  & Personal Products,33883,405,-33478
31-May-12,Media,8720,-28,-8748
31-May-12,Metals  & Mining,37876,-188,-38064
31-May-12,Oil  & Gas,59291,-404,-59695
31-May-12,Pharmaceuticals  & Biotechnology,48906,-201,-49107
31-May-12,Realty,13649,15,-13634
31-May-12,Retailing,2447,14,-2433
31-May-12,Software  & Services,113891,-17,-113908
31-May-12,Telecom  Services,25392,105,-25287
31-May-12,Telecommunications  Equipment,134,0,-134
31-May-12,"Textiles,  Apparels & Accessories",13485,67,-13418
31-May-12,Transportation,8825,78,-8747
31-May-12,Airlines,218,2,-216
31-May-12,Logistics,773,0,-773
31-May-12,Marine Port & Services,3224,17,-3207
31-May-12,Roads & Highways,676,51,-625
31-May-12,Shipping,920,6,-914
31-May-12,Surface Transportation,27,0,-27
31-May-12,Transport Related Services,2988,1,-2987
31-May-12,Utilities3,31882,-57,-31939
31-May-12,Sovereign,0,0,0
31-May-12,Others4,11396,145,-11251
31-May-12,Grand  Total,888380,-1339,-889719
31-May-20,Automobiles & Auto Components,105136,114592,9456
31-May-20,Total Financial Services,702716,706390,3674
31-May-20,Banks,406046,415061,9015
31-May-20,Other Financial Services1,296670,291329,-5341
31-May-20,Capital Goods,62313,64759,2446
31-May-20,Chemicals & Petrochemicals,33465,35099,1634
31-May-20,Coal,6437,7005,568
31-May-20,Commercial Services & Supplies,5660,5861,201
31-May-20,Construction Materials,41633,45192,3559
31-May-20,Consumer Durables,43633,47112,3479
31-May-20,Diversified2,5253,5254,1
31-May-20,Diversified Consumer Services,1743,1758,15
31-May-20,Food & Drugs Retailing,0,0,0
31-May-20,"Food, Beverages & Tobacco",86185,96545,10360
31-May-20,Forest Materials,589,535,-54
31-May-20,General Industrials,10027,10855,828
31-May-20,Hardware Technology & Equipment,38,47,9
31-May-20,Healthcare Equipment & Supplies,64,68,4
31-May-20,Healthcare Services,18357,18415,58
31-May-20,"Hotels, Restaurants & Tourism",9815,10186,371
31-May-20,Household & Personal Products,122545,125437,2892
31-May-20,Insurance,64015,66936,2921
31-May-20,Media,16037,17456,1419
31-May-20,Metals & Mining,25830,27356,1526
31-May-20,Oil & Gas,267870,271292,3422
31-May-20,Pharmaceuticals & Biotechnology,110824,116816,5992
31-May-20,Real Estate Investment,0,0,0
31-May-20,Realty,18849,19807,958
31-May-20,Retailing,34244,34738,494
31-May-20,Software & Services,282406,296499,14093
31-May-20,Telecom Services,81719,89120,7401
31-May-20,Telecommunications Equipment,86,76,-10
31-May-20,"Textiles, Apparels & Accessories",25770,26629,859
31-May-20,Transportation,27835,28356,521
31-May-20,Airlines,5241,5194,-47
31-May-20,Logistics,1087,1056,-31
31-May-20,Marine Port & Services,11225,11823,598
31-May-20,Roads & Highways,942,911,-31
31-May-20,Shipping,809,770,-39
31-May-20,Surface Transportation,22,22,0
31-May-20,Transport Related Services,6237,6199,-38
31-May-20,Airport Services,2273,2382,109
31-May-20,Utilities3,65000,65767,767
31-May-20,Sovereign,0,0,0
31-May-20,Others4,10661,12545,1884
31-May-20,Grand Total,2286754,2368500,81746
31-May-21,Automobiles & Auto Components,182930,197473,14543
31-May-21,Total Financial Services,1308628,1419879,111251
31-May-21,Banks,761479,839817,78338
31-May-21,Other Financial Services1,547149,580062,32913
31-May-21,Capital Goods,161151,171035,9884
31-May-21,Chemicals & Petrochemicals,69973,74290,4317
31-May-21,Coal,6040,6056,16
31-May-21,Commercial Services & Supplies,31836,34811,2975
31-May-21,Construction Materials,84246,89195,4949
31-May-21,Consumer Durables,96773,103478,6705
31-May-21,Diversified2,9704,10186,482
31-May-21,Diversified Consumer Services,2723,2999,276
31-May-21,Food & Drugs Retailing,0,0,0
31-May-21,"Food, Beverages & Tobacco",112996,114978,1982
